The Hitchhiker's Guide to the Galaxy;20050429;Comedy;PG;51019112;67096891;20050429;20050429;29/04/2005;217;217
Hauru no ugoku shiro;20050610;Adventure;PG;4710455;6194870;20050610;20050610;10/06/2005;216;216
Herbie: Fully Loaded;20050622;Comedy;G;66010682;86812798;20050622;20050622;22/06/2005;215;215
Dark Water;20050708;Thriller/Suspense;PG-13;25473093;33500491;20050708;20050708;08/07/2005;215;215
Sky High;20050729;Adventure;PG;63939454;84088854;20050729;20050729;29/07/2005;214;214
Valiant;20050819;Adventure;G;19478106;25616292;20050819;20050819;19/08/2005;213;213
Flightplan;20050923;Thriller/Suspense;PG-13;89706988;117960425;20050923;20050923;23/09/2005;212;212
The Greatest Game Ever Played;20050930;Drama;PG;15331289;20162672;20050930;20050930;30/09/2005;212;212
Shopgirl;20051021;Drama;R;10284523;13519621;20051021;20051021;21/10/2005;211;211
Chicken Little;20051104;Adventure;G;135386665;177954661;20051104;20051104;04/11/2005;211;211
The Chronicles of Narnia: The Lion  t…;20051209;Adventure;PG;291710957;381557539;20051209;20051209;09/12/2005;210;210
Casanova;20051225;Drama;R;11304403;14574087;20051225;20051225;25/12/2005;209;209
Glory Road;20060113;Drama;PG;42647449;54888236;20060113;20060113;13/01/2006;209;209
Annapolis;20060127;Drama;PG-13;17127992;22044113;20060127;20060127;27/01/2006;208;208
Roving Mars;20060127;Documentary;G;10407978;12948025;20060127;20060127;27/01/2006;208;208
Eight Below;20060217;Adventure;PG;81612565;105037235;20060217;20060217;17/02/2006;208;208
The Shaggy Dog;20060310;Comedy;PG;61123569;78667428;20060310;20060310;10/03/2006;207;207
Stay Alive;20060324;Horror;PG-13;23086480;29712825;20060324;20060324;24/03/2006;206;206
The Wild;20060414;Adventure;G;37384046;48114115;20060414;20060414;14/04/2006;206;206
Stick It;20060428;Comedy;PG-13;26910736;34634731;20060428;20060428;28/04/2006;205;205
Goal! The Dream Begins;20060512;Drama;PG;4283255;5512647;20060512;20060512;12/05/2006;205;205
Cars;20060609;Comedy;G;244082982;314140384;20060609;20060609;09/06/2006;204;204
Pirates of the Caribbean: Dead Man’…;20060707;Adventure;PG-13;423315812;544817142;20060707;20060707;07/07/2006;203;203
Step Up;20060811;Drama;PG-13;65328121;84078780;20060811;20060811;11/08/2006;202;202
Invincible;20060825;Drama;PG;57806952;74398864;20060825;20060825;25/08/2006;201;201
The Guardian;20060929;Action;PG-13;55011732;70801353;20060929;20060929;29/09/2006;200;200
The Prestige;20061020;Thriller/Suspense;PG-13;53089891;68289913;20061020;20061020;20/10/2006;199;199
Tim Burton's The Nightmare Before Chr…;20061020;Musical;PG;24732041;30737517;20061020;20061020;20/10/2006;199;199
The Santa Clause 3: The Escape Clause;20061103;Comedy;G;84500122;108694869;20061103;20061103;03/11/2006;199;199
Déjà Vu;20061122;Thriller/Suspense;PG-13;64038616;82267038;20061122;20061122;22/11/2006;198;198
Apocalypto;20061208;Adventure;R;50866635;64959548;20061208;20061208;08/12/2006;198;198
Primeval;20070112;Adventure;R;10597734;12985302;20070112;20070112;12/01/2007;197;197
Bridge to Terabithia;20070216;Drama;PG;82234139;100760721;20070216;20070216;16/02/2007;196;196
Wild Hogs;20070302;Comedy;PG-13;168213584;206110533;20070302;20070302;02/03/2007;195;195
Meet the Robinsons;20070330;Adventure;G;97822171;119860589;20070330;20070330;30/03/2007;194;194
The Lookout;20070330;Drama;R;4600585;5637048;20070330;20070330;30/03/2007;194;194
The Hoax;20070406;Drama;R;7164995;8779196;20070406;20070406;06/04/2007;194;194
The Invisible;20070427;Thriller/Suspense;PG-13;20568319;25202168;20070427;20070427;27/04/2007;193;193
Pirates of the Caribbean: At World’…;20070524;Adventure;PG-13;309420425;379129960;20070524;20070524;24/05/2007;192;192
Ratatouille;20070629;Comedy;G;206445654;252955933;20070629;20070629;29/06/2007;191;191
Underdog;20070803;Adventure;PG;43760605;53619462;20070803;20070803;03/08/2007;190;190
The Game Plan;20070922;Comedy;PG;90648202;111010758;20070922;20070922;22/09/2007;188;188
Dan in Real Life;20071020;Romantic Comedy;PG-13;47642963;58350234;20071020;20071020;20/10/2007;187;187
Enchanted;20071121;Romantic Comedy;PG;127706877;156074310;20071121;20071121;21/11/2007;186;186
National Treasure 2: Book of Secrets;20071221;Adventure;PG;219961501;267003525;20071221;20071221;21/12/2007;185;185
Hannah Montana/Miley Cyrus: Best of B…;20080201;Concert/Performance;G;65281781;76646993;20080201;20080201;01/02/2008;184;184
Step Up 2 the Streets;20080214;Drama;PG-13;58017783;68118371;20080214;20080214;14/02/2008;184;184
College Road Trip;20080307;Comedy;G;45610425;53550960;20080307;20080307;07/03/2008;183;183
The Chronicles of Narnia: Prince Caspian;20080516;Adventure;PG;141621490;166277038;20080516;20080516;16/05/2008;181;181
WALL-E;20080627;Adventure;G;223808164;262771918;20080627;20080627;27/06/2008;179;179
Swing Vote;20080801;Comedy;PG-13;16289867;19125841;20080801;20080801;01/08/2008;178;178
Goal! 2: Living the Dream...;20080829;Drama;PG-13;225067;264247;20080829;20080829;29/08/2008;177;177
Miracle at St. Anna;20080926;Drama;R;7916887;9295171;20080926;20080926;26/09/2008;176;176
Beverly Hills Chihuahua;20081003;Comedy;PG;94514402;110932022;20081003;20081003;03/10/2008;176;176
Morning Light;20081017;Documentary;PG;275093;322979;20081017;20081017;17/10/2008;176;176
High School Musical 3: Senior Year;20081024;Musical;G;90559416;106308538;20081024;20081024;24/10/2008;175;175
Bolt;20081121;Comedy;PG;114053759;133702498;20081121;20081121;21/11/2008;174;174
Bedtime Stories;20081225;Comedy;PG;110101975;128039679;20081225;20081225;25/12/2008;173;173
Confessions of a Shopaholic;20090213;Romantic Comedy;PG;44277350;49767744;20090213;20090213;13/02/2009;172;172
Jonas Brothers: The 3D Concert Experi…;20090227;Concert/Performance;G;38174685;38174685;20090227;20090227;27/02/2009;171;171
Race to Witch Mountain;20090313;Adventure;PG;67172594;75501997;20090313;20090313;13/03/2009;171;171
Hannah Montana the Movie;20090410;Drama;G;79576189;89443640;20090410;20090410;10/04/2009;170;170
Earth;20090422;Documentary;G;32011576;35981010;20090422;20090422;22/04/2009;169;169
Up;20090529;Adventure;PG;293004164;329336681;20090529;20090529;29/05/2009;168;168
The Proposal;20090619;Romantic Comedy;PG-13;163958031;184288829;20090619;20090619;19/06/2009;167;167
G-Force;20090724;Adventure;PG;119436770;134246932;20090724;20090724;24/07/2009;166;166
Gake no ue no Ponyo;20090814;Adventure;G;15090399;16961607;20090814;20090814;14/08/2009;166;166
X Games 3D: The Movie;20090821;Documentary;PG;1391434;1563976;20090821;20090821;21/08/2009;165;165
Walt and El Grupo;20090910;Documentary;PG;20521;23064;20090910;20090910;10/09/2009;165;165
Surrogates;20090925;Action;PG-13;38577772;43361416;20090925;20090925;25/09/2009;164;164
Toy Story 3D Double Feature;20091002;Adventure;G;30702446;34509545;20091002;20091002;02/10/2009;164;164
Disney's A Christmas Carol;20091106;Drama;PG;137855863;154927105;20091106;20091106;06/11/2009;163;163
The Princess and the Frog;20091125;Adventure;G;104400899;116316457;20091125;20091125;25/11/2009;162;162
Old Dogs;20091125;Comedy;PG;49492060;55503929;20091125;20091125;25/11/2009;162;162
When in Rome;20100129;Romantic Comedy;PG-13;32680633;34917330;20100129;20100129;29/01/2010;160;160
Alice in Wonderland;20100305;Adventure;PG;334191110;357063499;20100305;20100305;05/03/2010;159;159
Waking Sleeping Beauty;20100326;Documentary;PG;80741;86264;20100326;20100326;26/03/2010;158;158
The Last Song;20100331;Drama;PG;62950384;67258772;20100331;20100331;31/03/2010;158;158
Oceans;20100422;Documentary;G;19422319;20751600;20100422;20100422;22/04/2010;157;157
Prince of Persia: Sands of Time;20100528;Action;PG-13;90759676;96971361;20100528;20100528;28/05/2010;156;156
Toy Story 3;20100618;Adventure;G;415004880;443408255;20100618;20100618;18/06/2010;156;156
The Sorcerer's Apprentice;20100714;Adventure;PG;63150991;67473105;20100714;20100714;14/07/2010;155;155
Step Up 3D;20100806;Drama;PG-13;42400223;45302137;20100806;20100806;06/08/2010;154;154
Gedo Senki (Tales from Earthsea);20100813;Adventure;PG-13;48658;51988;20100813;20100813;13/08/2010;154;154
You Again;20100924;Comedy;PG;25702053;27461121;20100924;20100924;24/09/2010;152;152
Secretariat;20101008;Drama;PG;59699513;63781920;20101008;20101008;08/10/2010;152;152
Tangled;20101124;Adventure;PG;200821936;214388548;20101124;20101124;24/11/2010;150;150
Tron: Legacy;20101217;Adventure;PG;172062763;183619259;20101217;20101217;17/12/2010;150;150
Gnomeo and Juliet;20110211;Comedy;G;99967670;106270797;20110211;20110211;11/02/2011;148;148
I am Number Four;20110218;Adventure;PG-13;55100437;58574607;20110218;20110218;18/02/2011;148;148
Mars Needs Moms;20110311;Adventure;PG;21392758;22741603;20110311;20110311;11/03/2011;147;147
African Cats;20110422;Documentary;G;15428747;16401551;20110422;20110422;22/04/2011;145;145
Zokkomon;20110422;Adventure;PG;2815;2984;20110422;20110422;22/04/2011;145;145
Prom;20110429;Comedy;PG;10130219;10768946;20110429;20110429;29/04/2011;145;145
Pirates of the Caribbean: On Stranger…;20110520;Adventure;PG-13;241063875;256263359;20110520;20110520;20/05/2011;144;144
Cars 2;20110624;Adventure;G;191450875;203522177;20110624;20110624;24/06/2011;143;143
Winnie the Pooh;20110715;Adventure;G;26692846;28375869;20110715;20110715;15/07/2011;143;143
The Help;20110810;Drama;PG-13;169705587;180404976;20110810;20110810;10/08/2011;142;142
Fright Night;20110819;Horror;R;18298649;19452402;20110819;20110819;19/08/2011;141;141
Real Steel;20111007;Action;PG-13;85463309;90848019;20111007;20111007;07/10/2011;140;140
The Muppets;20111123;Comedy;PG;88625922;94189503;20111123;20111123;23/11/2011;138;138
War Horse;20111225;Drama;PG-13;79883359;84762149;20111225;20111225;25/12/2011;137;137
The Secret World of Arietty;20120217;Adventure;G;19192510;20325733;20120217;20120217;17/02/2012;136;136
John Carter;20120309;Adventure;PG-13;73058679;77372445;20120309;20120309;09/03/2012;135;135
Chimpanzee;20120420;Documentary;G;28965459;30675725;20120420;20120420;20/04/2012;133;133
The Avengers;20120504;Action;PG-13;623279547;660081224;20120504;20120504;04/05/2012;133;133
Brave;20120622;Adventure;PG;237282182;251292441;20120622;20120622;22/06/2012;131;131
People Like Us;20120629;Drama;PG-13;12431792;13165822;20120629;20120629;29/06/2012;131;131
The Odd Life of Timothy Green;20120815;Drama;PG;51853450;54914942;20120815;20120815;15/08/2012;130;130
Frankenweenie;20121005;Comedy;PG;35287788;37363513;20121005;20121005;05/10/2012;128;128
Wreck-It Ralph;20121102;Adventure;PG;189412677;200354959;20121102;20121102;02/11/2012;127;127
Lincoln;20121109;Drama;PG-13;182207973;192122330;20121109;20121109;09/11/2012;127;127
Oz the Great and Powerful;20130308;Adventure;PG;234770996;243434130;20130308;20130308;08/03/2013;123;123
Iron Man 3;20130503;Action;PG-13;408992272;424084233;20130503;20130503;03/05/2013;121;121
Monsters University;20130621;Adventure;G;268488329;278395641;20130621;20130621;21/06/2013;119;119
The Lone Ranger;20130702;Western;PG-13;89302115;92597388;20130702;20130702;02/07/2013;119;119
Disney Planes;20130809;Comedy;PG;90282580;93614037;20130809;20130809;09/08/2013;118;118
The Fifth Estate;20131018;Drama;R;3254172;3374251;20131018;20131018;18/10/2013;116;116
Thor: The Dark World;20131108;Adventure;PG-13;206362140;213962184;20131108;20131108;08/11/2013;115;115
Kaze Tachinu;20131108;Drama;PG-13;5201879;5367415;20131108;20131108;08/11/2013;115;115
Frozen;20131122;Adventure;PG;400738009;414997174;20131122;20131122;22/11/2013;114;114
Delivery Man;20131122;Comedy;PG-13;30659817;31787136;20131122;20131122;22/11/2013;114;114
Saving Mr. Banks;20131213;Drama;PG-13;83299761;86249969;20131213;20131213;13/12/2013;114;114
Need for Speed;20140314;Action;PG-13;43568507;44955015;20140314;20140314;14/03/2014;111;111
Muppets Most Wanted;20140321;Comedy;PG;51178893;52807594;20140321;20140321;21/03/2014;110;110
Captain America: The Winter Soldier;20140404;Action;PG-13;259746958;268013076;20140404;20140404;04/04/2014;110;110
Bears;20140418;Documentary;G;17780194;18346024;20140418;20140418;18/04/2014;110;110
Million Dollar Arm;20140510;Drama;PG;36447959;37607865;20140510;20140510;10/05/2014;109;109
Maleficent;20140530;Adventure;PG;241407328;249089809;20140530;20140530;30/05/2014;108;108
Planes: Fire and Rescue;20140718;Adventure;PG;59157732;61040349;20140718;20140718;18/07/2014;107;107
Guardians of the Galaxy;20140801;Adventure;PG-13;333172112;343771168;20140801;20140801;01/08/2014;106;106
The Hundred-Foot Journey;20140808;Romantic Comedy;PG;54235441;55961409;20140808;20140808;08/08/2014;106;106
Alexander and the Terrible Horrible;20141010;Comedy;PG;66954149;69055550;20141010;20141010;10/10/2014;104;104
Big Hero 6;20141107;Adventure;PG;222527828;229249222;20141107;20141107;07/11/2014;103;103
Into the Woods;20141225;Musical;PG;128002372;130894237;20141225;20141225;25/12/2014;101;101
Strange Magic;20150123;Adventure;PG;12429583;12429583;20150123;20150123;23/01/2015;100;100
McFarland USA;20150220;Drama;PG;44480275;44480275;20150220;20150220;20/02/2015;99;99
Cinderella;20150313;Drama;PG;201151353;201151353;20150313;20150313;13/03/2015;99;99
Monkey Kingdom;20150417;Documentary;G;16432322;16432322;20150417;20150417;17/04/2015;98;98
Avengers: Age of Ultron;20150501;Action;PG-13;459005868;459005868;20150501;20150501;01/05/2015;97;97
Tomorrowland;20150522;Adventure;PG;93436322;93436322;20150522;20150522;22/05/2015;96;96
Inside Out;20150619;Adventure;PG;356461711;356461711;20150619;20150619;19/06/2015;95;95
Ant-Man;20150717;Action;PG-13;180202163;180202163;20150717;20150717;17/07/2015;95;95
Bridge of Spies;20151016;Thriller/Suspense;PG-13;72313754;72313754;20151016;20151016;16/10/2015;92;92
The Good Dinosaur;20151125;Adventure;PG;123087120;123087120;20151125;20151125;25/11/2015;90;90
Star Wars Ep. VII: The Force Awakens;20151218;Adventure;PG-13;936662225;936662225;20151218;20151218;18/12/2015;90;90
The Finest Hours;20160129;Thriller/Suspense;PG;27569558;27569558;20160129;20160129;29/01/2016;88;88
Zootopia;20160304;Adventure;PG;341268248;341268248;20160304;20160304;04/03/2016;87;87
The Jungle Book;20160415;Adventure;PG;364001123;364001123;20160415;20160415;15/04/2016;86;86
A Beautiful Planet;20160429;Documentary;G;7895708;7895708;20160429;20160429;29/04/2016;85;85
Captain America: Civil War;20160506;Action;PG-13;408084349;408084349;20160506;20160506;06/05/2016;85;85
Alice Through the Looking Glass;20160527;Adventure;PG;77042381;77042381;20160527;20160527;27/05/2016;84;84
Finding Dory;20160617;Adventure;PG;486295561;486295561;20160617;20160617;17/06/2016;84;84
The BFG;20160701;Adventure;PG;55483770;55483770;20160701;20160701;01/07/2016;83;83
Pete’s Dragon;20160812;Adventure;PG;76233151;76233151;20160812;20160812;12/08/2016;82;82
The Light Between Oceans;20160902;Drama;PG-13;12545979;12545979;20160902;20160902;02/09/2016;81;81
Queen of Katwe;20160923;Drama;PG;8874389;8874389;20160923;20160923;23/09/2016;80;80
Doctor Strange;20161104;Adventure;PG-13;232532923;232532923;20161104;20161104;04/11/2016;79;79
Moana;20161123;Adventure;PG;246082029;246082029;20161123;20161123;23/11/2016;78;78
Rogue One: A Star Wars Story;20161216;Adventure;PG-13;529483936;529483936;20161216;20161216;16/12/2016;78;78
